But	Maar
old	ou
former	voormalige
Democratic	Demokratiese
Republic	Republiek
of	van die
Congo	Kongo
unrest	onrus
used	het
violence	geweld
result	Gevolglik
subjected	onderwerp
public	openbare
beatings	slae
at	op
Catholic	Katolieke
chaplains	kapelane
feelings	voel
divorced	geskeide
Now	noudat
divorced	geskei
who	Wie
am	is
True	waar
indeed	beslis
root	wortel
by	omdat
stabbed	deurboor
themselves	hulleself
Timothy	Timotheüs
completed	voltooi
1,900	1 900
inspired	geïnspireerde
dependable	betroubare
keen	skerp
insight	insig
cope	hanteer
better	beter
with	om
economic	ekonomiese
pressures	druk
treat	behandel
are	ons
likely	waarskynlik
respond	op
in	wyse
directed	het
decision	besluite
-	te
making	neem
apostles	apostels
greatly	grootliks
for	ten
better	goede
as	Terwyl
can	dus
outstanding	besondere
attention	aandag
Peace	vrede
security	veiligheid
in	ter
Go	Gaan
report	vertel
hearing	hoor
seeing	sien
blind	blindes
lame	kreupeles
walking	loop
about	rond
lepers	melaatses
cleansed	gereinig
deaf	dowes
dead	dooies
raised	opgewek
poor	armes
preparing	om berei
meal	maaltyd
hard	harde
burden	las
Michael	Migael
a	&apos; n
superhuman	bomenslike
being	wese
in	oor
general	algemeen
opinions	menings
	naamlik
seven	sewe
husbands	Christenmans
aware	bewus
lack	gebrek
communication	kommunikasie
problem	probleem
marriages	huwelike
at	te
It	Daar
has	is
been	al
self	hulleself
of	soort
abuse	kindermolestering
neglect	verwaarlosing
first	Eerste
war	Wêreldoorlog
was	gedoen
food	voedsel
encouragement	aanmoediging
Students	Bybelstudente
day	Eendag
realize	besef
duty	plig
right	reg
type	soort
his	hulle
behind	agter
release	vrylating
trusted	vertrou
out	om
underground	ondergrondse
witnessing	getuieniswerk
Psalms	Psalm
prove	bewys
endure	volhard
prayerfully	biddend
wait	wag
in	van
behalf	behoewe
denotes	dui
that	iets
fact	feite
proper	gepas
within	binne
airplanes	vliegtuie
transformed	omskep
wood	hout
fabric	materiaal
were	nog
10	tien
hundreds	honderde
passengers	passasiers
destinations	bestemmings
comfort	gerief
has	laat
servants	dienaars
gold	goue
grandfather	oupa
King	koning
Nebuchadnezzar	Nebukadnesar
temple	tempel
earlier	tevore
Most	meeste
had	kon
no	hulle
authorities	owerheid
complaints	klagtes
Also	ook
judges	rigters
righteousness	geregtigheid
moved	het
at	ten
least	minste
avoid	vermy
wrongdoing	sonde
was	moes
serve	dien
several	etlike
ways	maniere
thing	iets
difficult	moeilike
situations	situasies
husband	man
helps	help
a	sekere
for	as
granted	vanselfsprekend
Explain	Verduidelik
hurt	seergemaak
are	sien
from	word
your	die
old	oud
if	of
position	staat
Kingdom	Koninkrykswerk
work	te
Athens	Atene
soon	gou
got	gekry
her	Haar
describes	beskryf
-	van
force	dwing
boys	seuns
girls	meisies
trade	bedryf
frequently	dikwels
let	Laat
enable	help
fulfill	voer
given	godgegewe
assignments	opdragte
Zechariah	Sagaria
You	Julle
the	die die
demons	demone
In	in
modern	hedendaagse
been	&apos
another	nog
makeup	samestelling
body	liggaam
indeed	inderdaad
the	julle
nursing	sogende
cherishes	koester
own	eie
As	&apos
to	gevra
would	moet
recover	herstel
promised	belowe
search	soek
Thereafter	Daarna
	&quot
&quot	&#93
Ex	Eks
Two	twee
do	moenie
give	ophou
up	om
sharing	vertel
It	Maar
vain	tevergeefs
me	My
because	deur
teach	leer
commands	gebooie
as	is
From	Van
childhood	kleins
deeply	diep
moved	geraak
changing	veranderende
beauty	prag
seasons	seisoene
flowers	blomme
eliminate	verwyder
You	U
sayings	woorde
	
and	En
you	U
&apos;m	is
unable	kan
express	sê
for	oor
information	inligting
Do	Moenie
discipline	dissipline
neither	ook
out	beswyk
corrected	tereggewys
for	want
loves	liefhet
disciplines	dissiplineer
immigrants	immigrante
Europe	Europese
Americans	Amerikaners
after	Ná
start	begin
Civil	Burgeroorlog
be	hulle
Christian	Christene
so	
taught	geleer
wonderful	wonderlike
one	&apos
loved	liefgehad
case	geval
sites	plekke
goddess	godin
Ephesus	Efese
Any	Enige
negative	negatiewe
childhood	kinderjare
need	hoef
serving	dien
called	&apos
churchgoers	kerkgangers
Though	Hoewel
seriously	ernstig opgeneem
morally	sedelik
clean	rein
&apos;s	-
survive	lewe
wild	natuur
partner	maat
food	kos
shelter	skuiling
stay	bly
Brazil	Brasilië
regions	streke
being	dat
than	bloot
complete	volle
when	Toe
heard	hoor
return	terugkeer
must	ongetwyfeld
wondered	gewonder
	
If	as
Jesus	hy
dies	sterf
away	weggaan
how	Hoe
he	Jesus
the	hierdie
used	word
millions	miljoene
acknowledge	erken
alone	alleen
High	Allerhoogste
just	tevore
sent	uitgestuur
preach	om
Do	Kan
put	verdra
up	nie
with	as
Within	in
there	Daar
burning	brandende
desire	begeerte
about	van
kingship	koningskap
Compare	Vergelyk
Jeremiah	Jeremia
teenager	tiener
discover	uitvind
of	se
order	nodig
attain	verkry
maturity	volwassenheid
stability	stabiliteit
needed	nodig
make	&apos
died	dood
decided	besluit
regular	gewone
pioneer	pionierdiens
service	te
that	waarvoor
	gebruik
copies	eksemplare
issue	nommer
Thank	dankie
much	Baie
timely	tydige
grand	wonderlike
result	gevolg
During	Tydens
Cold	Koue
stood	gestaan
brink	randjie
Perhaps	Dalk
feel	meen
attend	bywoon
active	bedrywig
enough	genoeg
violent	gewelddadige
movie	rolprent
good	mooi
questionable	twyfelagtige
lyrics	woorde
reached	by
New	nuwe
Creation	skepping
wanted	wil
after	vir
aged	bejaarde
young	jonk
one	Een
fatherless	vaderlose
invited	genooi
congregation	gemeentelike
elder	ouere man
accompany	vergesel
on	na
home	tuisbybelstudie
So	gevolglik
Your	Julle
Elders	Ouere manne
bear	hou
mind	gedagte
practical	praktiese
encouraging	aanmoedigend
upbuilding	opbouend
positive	positief
Other	Ander
windmills	windmeule
Perhaps	Miskien
the	dié
about	aan
and	sodat
perish	vergaan
testimony	getuienis
be	dit
success	sukses
virgins	maagde
parable	gelykenis
With	Met
help	hulp
wives	vroue
hopes	hoop
herd	trop
thousand	duisend
animals	diere
earthquakes	aardbewings
with	daar
the	wat
power	kragtig
have	laat
since	sedert
power	krag
to	gee
to	voor
sickness	siekte
condemns	veroordeel
lust	wellus
for	teenoor
what	Watter
someone	iemand
is	wat
caring	omsien
elderly	bejaarde
parent	ouer
confidence	vertroue
shall	sal
mountains	berge
know	wete
handling	hanteer
matters	sake
will	gaan
bring	meebring
sustain	onderskraag
no	
temporary	tydelike
difficulties	probleme
face	kom
but	en
then	daarna
simply	net
monitored	gemonitor
To	Met
that	dié
end	doel
South	Suid
send	stuur
teens	tieners
	die
until	tot
midnight	middernag
a	per
Moreover	Daarbenewens
governments	regerings
investors	beleggers
Along	saam
rest	ander
sick	siekes
relating	vertel
tragic	tragiese
queen	koningin
author	skrywer
includes	sluit
quotations	aanhalings
and	asook
to	daarna
Gospels	Evangelies
Even	nietemin
painful	pynlik
young	Jong
named	naam
regarding	aangaande
loss	verlies
hit	getref
Under	Onder
	hoef
nobody	niemand
every	alles
see	sorg
needs	behoeftes
are	ten
completely	volle
In	Hoe
any	ook
case	al
objective	doel
reduce	verminder
use	benut
workers	werkers
would	wil
contact	kontak
either	hetsy
face	aangesig
phone	telefoon
a	nou
-	en
arrangement	reëling
achieve	bereik
desired	gewenste
statement	stelling
anyone	iemand
even	ook
games	spele
crowned	gekroon
unless	tensy
according	volgens
rules	reëls
literature	lektuur
those	Diegene
have	reeds
several	paar
single	ongetroud
eventually	later
should	wil
completely	heeltemal
free	vry
marry	met trou
believer	medegelowige
means	middel
after	nadat
sealed	verseël
drug	dwelms
had	sy
been	was
several	verskeie
look	na
forward	uitsien
Paradise	Paradys
are	
following	volg
third	derde
powerful	kragtige
alleviate	verlig
anxiety	angstigheid
fruitage	vrug
high	hoë
levels	vlakke
man	mensgemaakte
found	wat
Mediterranean	Mediterreense
dolphins	dolfyne
may	hulle
immune	immuunstelsel
&quot	&quot; 
sister	Suster
Australia	Australië
deeply	baie
of	is
Christian	n
meeting	vergadering
real	ware
get	leer
do	om
joy	vreugde
the	diegene
at	&apos
request	vra
wicked	Bose
allowed	toegelaat
faithful	getroue
More	Nog
show	bewys
real	werklike
character	karakter
such	hulle
woman	vrou
actually	werklik
widow	weduwee
left	agtergelaat
in	met
supplications	smekinge
15	1
9	10
Being	Omdat
by	hulle
turn	wending
come	kom
thief	dief
Thessalonians	Thessalonicense
if	al
prosperity	voorspoed
wicked	goddelose
	af
copyists	kopiïste
printers	drukkers
single	enkele
volume	boek
Bibles	Bybel
consider	ag
long	solank
tabernacle	tabernakel
do	weet
is	op
to	is
Above	Bowenal
sacrificial	offerdood
salvation	redding
reliable	betroubare
covenant	verbond
Just	net
auxiliary	hulppionier
thought	oorweeg
analyzed	ontleed
prayed	bid
about	daaroor
positively	positief
report	verslag
from	deur
Mexican	Mexikaanse
biggest	grootste
energies	energie
skills	vaardighede
wealth	rykdom
devoted	gewy
positive	positiewe
pursuits	strewes
ones	nie
cooperating	samewerking
them	nie
Originator	Insteller
marriage	huwelik
exactly	presies
required	nodig
occasions	geleenthede
local	plaaslike
when	as
must	seker
could	vermoë
bridge	brug
added	nog
visit	besoek
Gulf	Golf
peaceful	vreedsame
way	lewenswyse
whether	of
Let	Kom
a	van
closer	nader
look	beskou
see	kyk
teachings	leringe
Here	Hier
specify	spesifiseer
search	soektog
libraries	biblioteke
already	alreeds
default	verstek
appearing	wat
basically	basies
upright	regop
pole	paal
as	aan
used	wat
Indeed	Ja
changes	veranderinge
is	kan
proof	bewys
change	verander
plans	planne
call	roep
witness	getuie
spare	spaar
have	nog
come	gekom
Corinth	Korinte
grief	droefheid
cry	uitroep
out	met
joyfully	vreugde
did	nie
race	wedloop
speed	spoed
key	sleutel
victory	oorwinning
headship	hoofskap
	erken
head	hoof
get	hulle
a	kan
wealthy	rykes
uncertain	onsekere
riches	rykdom
On	Op
	maak
garlic	knoffel
need	belangrik
count	bereken
cost	koste
of	daarvan
literal	letterlike
Imitate	Volg
back	het
from	vir
responsibility	verantwoordelikheid
confidently	vertroue
&apos;s	oor
&apos;t	nie
interested	belangstel
shocked	geskok
departed	vertrek
throughout	deur
Galilee	Galilea
period	tydperk
being	is
built	opgebou
comfort	vertroosting
kept	bly
multiplying	vermeerder
regard	verband
&apos;s	ons
necessities	lewensbenodigdhede
Stop	Hou
anxious	angstige
need	nodig
five	vyfjarige
call	besoek
personally	persoonlik
invite	nooi
government	Koninkryksregering
everything	alles
power	vermoë
break	breek
avail	tevergeefs
speak	sê
humble	nederig
they	dit
mean	beteken
limited	beperk
in	is
any	enigsins
subject	onderworpe
meets	aan
requirements	vereistes
to	eenvoudig
thank	bedank
believers	gelowiges
	aan
merit	waarde
remembrance	gedenkboek
page	bladsy
obstacle	struikelblok
prevent	verhinder
finish	eindstreep
going	om
tell	vertel
marvelous	wonderlike
routine	roetine
how	van
text	teks
desert	woestyn
Clearly	duidelik
minutes	minute
of	waartydens
horns	horings
torches	fakkels
severe	swaar
test	toets
	deur
commanding	beveel
missionaries	sendelinge
volunteered	aangebied
Papua	Papoea
New	Nieu
Guinea	Guinee
shortly	kort
then	daardie
corpses	lyke
secretly	geheim
near	naby
fortified	versterkte
walls	mure
times	soms
surrounded	omring
workmates	werksmaats
rude	onbeskof
insensitive	ongevoelig
selfish	selfsugtig
have	&apos
	het 
beg	smeek
talk	praat
about	oor
led	gelei
relapse	terugval
might	kan
makes	maak
held	wat
evening	aand
Hence	derhalwe
stated	gesê
let	laat
boast	roem
Some	Party
ended	het
prison	tronk
for	weens
theft	diefstal
murder	moord
Once	Toe
safely	veilig
on	aan
side	kant
directed	beveel
Egyptians	Egiptenaars
chariots	strydwaens
of	met
hundred	honderdduisend
people	inwoners
Like	Soos
taught	wat
those	wat
as	daar
combine	kombineer
	&quot
&quot	
we	is
splendid	uitstekende
godly	godvrugtige
Can	Kan
position	posisie
taking	wat
lead	leiding
submit	onderwerp
reached	bereik
heard	gehoor
admit	erken
is	die
fought	gevoer
solely	uitsluitlik
light	ligte
weapons	wapens
Earlier	Vroeër
growing	toenemende
dedicate	wy
Two	Twee
explained	verduidelik
conscience	gewete
paint	verf
military	militêre
became	geword
angry	kwaad
threatened	gedreig
Numerous	Talle
Bible	Bybelse
examples	voorbeelde
truly	waarlik
moved	ontroer
relative	familielid
so	derhalwe
encouraging	bemoedigend
conventioners	byeenkomsgangers
thus	sodoende
assured	verseker
strengthen	versterk
beyond	bo
normal	normale
help	om
Despite	Al
being	was
away	ver
center	sentrum
prophecy	profesie
Malachi	Maleagi
foretold	voorspel
Lord	Heer
accompanied	vergesel
by	van
messenger	boodskapper
newly	pas
enthroned	gekroonde
judgment	oordeel
sexual	seksuele
All	al
original	oorspronklike
	kan
trial	beproewing
encounter	kom
Future	toekoms
husbands	Mans
ask	vra
dealings	optrede
with	teenoor
Read	Lees
into	aan
loving	liefdevol
help	gehelp
to	sodat
person	hy
to	weer
favor	guns
get	&apos
	wees
Christian	Christen
elder	ouer man
Timothy	Timoteus
instructed	het beveel
in	om
pay	skenk
notions	idees
myths	mites
greed	gierigheid
more	nie
than	net
threaten	bedreig
realized	besef
happened	gebeur
for	het
outside	buite
waiting	wag
patiently	geduldig
for	dat
doors	deure
All	Almal
but	behalwe
are	weet
takes	neem
handle	hanteer
clean	skoon
store	berg
look	soek
considered	bespreek
attacks	aanval
if	mits
firm	standvastig
Elsewhere	Elders
lamented	gekla
divided	verdeeld
confused	verward
lacking	nie
carry	voer
mission	opdrag
values	waardes
as	dié
What	Hoe
must	tog
out	buite
drinking	drinkwater
reminder	herinnering
desiring	wil
to	graag
affects	raak
lives	lewens
elder	Ouer man
be	dus
careful	versigtig
promote	bevorder
abuse	mishandel
sheep	skape
Pharisees	Fariseërs
At	Maar
bitter	bittere
contention	twis
among	tussen
adjustments	veranderinge
handling	hantering
magazine	tydskrif
The	se
armies	leërs
action	optree
Rather	Pleks
than	van
editions	uitgawes
Hebrew	Hebreeuse
based	wat
different	verskillende
ancient	antieke
manuscripts	manuskripte
Within	Binne
month	maand
strength	krag
fresh	nuwe
corrupted	verdorwe
identify	vereenselwig
itself	word
meet	teëkom
obedience	gehoorsaamheid
accepting	aanvaar
contributes	bydra
the	ons
of	&apos
balanced	gebalanseerde
personality	persoonlikheid
us	om
limitations	beperkings
celebrated	gevier
Memorial	Gedenkmaal
so	dit
wanted	wou
secretary	sekretaris
long	lang
fellow	mede
active	werkende
force	krag
point	punt
Neither	Nóg
Trinity	Drie eenheid
nor	nóg
doctrine	leerstelling
appears	kom
New	Nuwe
wish	graag
Bible	van
contact	met
publishers	uitgewers
community	omgewing
obviously	natuurlik
famous	bekende
next	volgende
five	vyf
meaning	betekenis
are	die
familiar	vertroud
with	is
effects	uitwerking
over	regoor
May	Mag
trust	vertroue
part	kant
damage	skaad
precious	kosbare
zealously	ywerig
preached	verkondig
wherever	waar
age	oud
was	nog
1.4	1,4
kg	kilogram
&#93	geweeg
Simply	eenvoudig
put	stel
forbid	verbied
improve	verbeter
one	mens
appearance	voorkoms
baptism	doop
Wicked	Goddelose
impostors	bedrieërs
advance	voortgaan
bad	kwaad
worse	erger
misleading	mislei
misled	mislei
Maybe	Miskien
the	dat
Because	Omdat
am	ek
trying	probeer
get	kry
each	elkeen
imitate	volg
courageous	moed
of	na
Enoch	Henog
yourself	jou
listening	luister
Actually	Eintlik
Soviet	Sowjetunie
series	reeks
20th	20ste
reaching	verreikende
consequences	gevolge
15	
	staan
thought	gemeen
heaven	hemel
thrones	trone
ruling	heers
joint	mede
heirs	erfgename
with	saam
front	voor
sow	saai
seed	saad
ourselves	ons
reap	maai
accord	ooreenstemming
whole	volle
&apos	&quot
him	te
Nicodemus	Nikodemus
suggested	voorgestel
hearts	harte
graduates	gegradueerdes
in	daar
attendance	teenwoordig
touched	geraak
believes	glo
factors	faktore
why	hoekom
years	ouderdom
less	nie
less	so
express	uitdruk
themselves	nie
No	Geen
necessary	nodig
repeat	herhaal
Society	Genootskap
Australian	Australiese
branch	takkantoor
responsible	verantwoordelik
preaching	verkondiging
most	meeste
lands	lande
Far	Verre
South	Stille
region	gebied
quarter	kwart
globe	aardbol
certainly	beslis
true	geval
living	wat
true	word
after	ná
roadway	pad
To	Om
reach	bereik
teachers	Bybelonderrigters
some	bietjie
fact	Trouens
Professor	professor
calls	noem
Zurich	Zürich
wide	wêreldwye
studied	bestudeer
Scriptural	skriftuurlike
principles	beginsels
that	waardeur
preaching	predikings
disciple	dissipelmaakwerk
work	word
instance	byvoorbeeld
speaks	praat
twelve	twaalf
names	name
Lamb	Lam
soon	Sodra
worm	wurm
quickly	gou
For	vir
consecutive	opeenvolgende
years	jare
	In
has	daar
number	aantal
crimes	misdade
spirits	geeste
influence	beïnvloed
around	rondom
eliminated	geruim
Similarly	so
accused	beskuldig
minds	verstand
of	hulle
raise	grootmaak
thinking	denke
Once	eers
learned	geleer
of	op die
paradise	paradys
zealous	ywerig
service	diens
any	n
than	behalwe
latest	nuutste
on	in
picturesque	skilderagtige
foot	voet
May	Mei
effort	inspanning
right	regte
produce	voort
a	te
family	
that	of
centuries	eeue
Latin	Latynse
translation	vertaling
Greek	Grieks
buy	uitkoop
less	minder
important	belangrike
tasks	take
care	omsien
health	gesondheid
antics	manewales
volunteers	vrywilligers
audiences	gehore
in	laat
laughter	lag
tube	buis
spine	ruggraat
failed	nie
	, het
made	gemaak
walk	loop
has	ook
health	gesondheidsprobleme
problems	veroorsaak
Certainly	beslis
opportunity	geleenthede
company	geselskap
Maybe	Dalk
&apos;ll	sal
experiment	eksperimenteer
other	anders
let	kom
is	is is
prime	aksent
be	te
around	met
acceptable	aanneemlik
Similarly	eweneens
brother	halfbroer
James	Jakobus
called	het
kingly	koninklike
usually	gewoonlik
pairs	pare
isolated	afgesonderde
Pacific	Stille Oseaan
seeds	saadjies
truth	Bybelwaarheid
soil	grond
visited	besoek
not	laas
received	&apos
overseer	het
for	
everyone	almal
had	met
talk	toespraak
love	betoon
Then	toe
confessed	erken
was	op
about	punt
kill	dood
though	Hoewel
resurrect	opwek
training	oefening
by	in
walking	stap
imagine	voorstel
father	vader
giving	&apos
beautiful	pragtige
gift	geskenk
child	kind
around	omdraai
destroying	vernietig
wash	was
hands	hande
often	gereeld
especially	veral
eating	eet
using	hulle
animals	dier
remains	nog
this	vandag
day	toe
urgent	dringend
gain	&apos
value	waarde
guidelines	riglyne
set	gestel
order	Om
make	maak
findings	bevindinge
In	op
similar	soortgelyke
ass	esel
area	gebied
close	naby
border	grens
viewpoint	beskouing
distorted	verwronge
much	n
so	mate
slavery	slawerny
Association	Vereniging
recommends	beveel
off	afskakel
sets	stelle
videos	video &apos;s
computers	rekenaars
rooms	kamers
	gesit
adding	bygevoeg
improved	verbeter
followed	gevolg
to	en
ban	verbied
from	het
watching	om
	te
cure	genees
individuals	persone
any	net
more	min
cured	genees
Epaphroditus	Epafroditus
depression	depressie
sighing	sug
place	plaasvind
by	oor
religions	godsdienste
united	verenigde
Ezekiel	Esegiël
Would	Sou
obtained	gekry
